"","Specie.green","Specie.blue","Specie.turquoise","Specie.brown","Specie.yellow","Specie.black","Specie.red","KEGG.green","KEGG.black","KEGG.brown","KEGG.red","KEGG.purple","KEGG.magenta","Immune.pink","Immune.turquoise","Immune.purple","Immune.yellow","Immune.blue","Immune.brown","Immune.magenta","Immune.black","Immune.greenyellow","Metabolome.black","Metabolome.turquoise","Metabolome.blue","Metabolome.pink","Metabolome.green","Metabolome.yellow","Metabolome.brown","Metabolome.magenta","Metabolome.red"
"SAM000203_tp1","-0.0265882133749816","0.0112973192547106","-0.0389797594123261","-0.0110704843664855","-0.00305213643160207","-0.0148311058210594","0.0630256367344456","-0.0157111043714712","0.0552888105676552","-0.017309692211034","-0.0275821332725981","0.051349094650926","-0.0235759324697279","-0.0495036164471954","-0.0394555071272173","-0.0235060772034559","-0.00505350702260261","-0.0550523892854157","-0.020659705513647","0.0308336042419823","0.06609468162707","-0.0098803429133962","-0.0478840068975644","-0.00720458511557873","-0.0386295005649805","-0.118448322914573","-0.0395706900572688","-0.0110923533993788","-0.0671848723566099","-0.0126441254849801","-0.0624581700129645"
"SAM000203_tp2","-0.0265275601642545","0.00501570624692536","-0.0352962139042855","-0.0110704843664856","-0.00480246156841721","-0.0144190000832168","0.0656617407143106","-0.0139830481905452","0.0594834551859671","-0.00913490163163569","-0.0264907263209866","0.0639615718345065","-0.0226699426781776","-0.0612465413976985","-0.0445793453571518","-0.0413554887152569","-0.0278071971933195","-0.0622368519032844","-0.046837376222576","0.053697682109402","0.0153156595543396","-0.0459150596602613","-0.025181878701921","0.0102792507044641","-0.0370244121829942","-0.0686346588119648","-0.0293806586800595","0.0010663767564014","-0.0568813627821827","-0.0155065236206786","-0.0305971616535018"
"SAM000204_tp1","-0.00480634624667351","-0.0379138521401107","0.00679574776841559","0.00816405649991499","0.000685527957860256","-0.0060459758169919","-0.0201667714229784","0.00106790461784908","-0.0347534522503216","0.0256041016822704","0.0107361407034327","0.0386079323227163","-0.0145829830962414","0.0254280908405832","-0.0118847307901347","-0.0107237663775718","0.0149455758274789","-0.0221266821192691","0.00254466665329786","-0.00241489227041272","0.0504614103699304","0.0239055694625588","0.0925112606777008","-0.0202669289478055","0.0298080435343959","-0.000229851948624937","0.00940671828581392","0.0421270391598075","0.0507248627276082","-0.00204598625645391","0.0386644886042539"
"SAM000205_tp1","-0.0279751392869468","-0.0071012951770283","-0.0274611907513668","-0.0083435412162214","-0.00992452561256645","-0.0114714663986471","-0.00314929817779195","-0.0161137083612869","0.00184833473839188","-0.0281742538755975","-0.0252396770793919","-0.0460344504265315","-0.0220103824525119","-0.0183664449234965","-0.00344777975196094","-0.0107336439592984","0.00877848339952743","0.0565219419460508","-0.0508955319700308","0.0230839370433088","0.0469167603864755","-0.0526460654429947",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000205_tp2","-0.0235605355036787","-0.0133141563705003","-0.0100317554545962","-0.0073474712392798","-0.0106233114598472","-0.0134088292534878","0.00407201162875853","-0.0127564852294885","-0.0210069122002598","-0.02370638226982","-0.0204844443281024","-0.0431534895955298","-0.0151350055358682","-0.0125669385979496","-0.0198497535436031","-0.0212355857114701","0.0207025461598314","-0.0470789867705545","-0.0588822860783074","0.0866533333138384","0.0808249575325901","-0.0734310047705462","0.00682023684826747","0.023578218229631","0.00470683035759439","0.0146317935659942","-0.00977979448196821","-0.0270366685383479","0.0459887020789686","-0.0420252280879771","0.0205686169841191"
"SAM000206_tp1","-0.0211201279069041","-0.00294053196260462","-0.043524523836364","-0.00872996354151334","-0.0073529537514457","-0.0109183103371724","-0.025011941160231","-0.0167146855450066","0.0262261317449635","0.00927204598097942","-0.0196166321197758","-0.0404208742905892","-0.021691538557149","0.0177688862610215","-0.0212515692326168","0.0292013247327557","0.100183560628424","0.0127718907455209","0.000459990434058465","0.0131720357040155","-0.0324509970319616","0.0142667958601925",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000208_tp1","-0.0374413844476461","0.0208897163484374","-0.0173859109075437","-0.0112309966821696","0.000133046071718191","0.0262345124339835","-0.00980046347347323","-0.0142060445189099","0.0352531363978231","-0.0290461238895995","-0.0183159952628887","0.0477362695998202","-0.0214250938766053","0.0256302308580824","-0.0083487963596636","0.0485501468977217","-0.0638993107941778","-0.0225588721443094","-0.027337865300483","-0.0171277966170871","0.0270636595106575","0.0283817791025441","0.0360465965568065","0.0385334981281343","0.0442846828979438","0.0938050726343276","0.0656881804007406","-0.00925575319097887","0.0473202426849065","0.0388849346983928","-0.0604782355791743"
"SAM000208_tp2","-0.0386916976785704","0.0183664845352529","-0.0340048027219764","-0.0111928165385867","0.00342445572700991","-0.0123597254740802","-0.00366786915118656","-0.0151579259553221","0.0451615959716297","-0.0305408101962847","-0.00701784983927115","0.0193915220098451","-0.0222082674312254","0.0219882821960208","-0.0163479645841999","0.0318075383050197","-0.0764822466385017","-0.04771346519116","-0.0629327642752816","0.0172025956288457","0.0219321496535115","-0.00379577036620682","-0.0341532169834932","-0.0166243433549294","0.026407262178706","0.0403217472536861","-0.0198274248518763","-0.0331609836872954","0.0972084370788526","0.00581421991828929","-0.0688101774917825"
"SAM000209_tp1","-0.0295492101391125","-0.00278600137229785","-0.02751784001452","-0.0110704843664856","0.00255921773371232","-0.010407608542264","0.0881915512444643","-0.0127036686450153","0.11374048129251","0.0570122172844265","-0.0296236406270696","-0.0426482683464917","-0.0129608535040621","-0.0492350570872034","0.0237133376730282","-0.0375587698393907","-0.00664164216562599","-0.0564677996694508","0.0301884032180251","-0.00815093898653603","-0.00124155931243554","0.00243090552624656","-0.012659439149274","0.0554733875338227","-0.026291682681071","0.00960685487324326","-0.0198252400739411","-0.00662521354992107","0.0751585464739589","0.0052083009072897","0.0206163826337222"
"SAM000209_tp2","-0.0246818622366798","0.00980196255654133","-0.0324174133555509","-0.0110704843664856","0.00429600054977225","-0.00874835324336723","0.0515884456546379","-0.0161476709802165","0.0405765737125822","-0.00799176548598972","-0.0220663970186441","-0.0392292294850623","-0.0164090096715236","-0.0497653283000571","0.0140446935587058","-0.0473165956605761","-0.00493959316837049","-0.0572336860350454","0.0261048556742745","-0.0103739080044457","0.0202216972753176","-0.0291408509977375",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000209_tp3","0.0273073999376124","0.0311686910034408","0.0101628207321068","-0.0110704843664856","0.0366645817878868","0.0432383929417275","0.786807347019943","0.0155159001757233","-0.0489543479303649","0.0313926528200471","-0.00167612114422968","-0.0037332577666882","0.0623497416159978","-0.0511526683834209","0.0140238424007269","-0.0466061534587204","-0.013587744152144","-0.0467262995779045","0.0223141977618759","0.00823156463485936","0.023766404573261","-0.0123142277330455","-0.015636207125374","0.0183709392076619","-0.0303298621114147","-0.0314985377494373","-0.02367725916267","-0.0354981931683361","0.03738257312306","0.00466065621243519","0.0334538141312446"
"SAM000210_tp1","-0.035414804543529","0.0391988073153121","-0.022254101517768","-0.0112795332260063","-0.00515495205330825","-0.00650742803930431","-0.00298945754107052","-0.0142898232220818","0.020704206355198","-0.0375391060806497","-0.00591554845284778","-0.0432449630050918","-0.00864240126197835","-0.0534341388489009","0.0858473768445459","0.172762638067973","-0.0428183250169379","-0.066562740839326","0.0355158265723696","-0.00547321264217814","-0.00914829850165385","-0.00654158282510018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000210_tp2","-0.0216081688128428","0.0591864009612689","0.0211863615031218","-0.012637707076746","-0.00890260062193129","0.00551224672185216","0.028226855807769","-0.0124238728954281","-0.00940547374600084","-0.0193515893987576","-0.0201247041486663","-0.0385023586491349","-0.0183145258463182","-0.0534516369907957","0.0989834616981833","0.201505382603217","-0.0395576434053962","-0.0705688905485517","0.0184260500683054","-0.0102894283339822","-0.0330890844268328","0.00608764130194719","0.0566323362949208","-0.00557756044359106","0.0870303971521285","-0.0265396410227955","0.00967449842168292","0.0786058937492634","0.0802826110109238","-0.0339993040705963","0.0197057236076361"
"SAM000210_tp3","0.0687097262138789","0.132937949338452","0.0024349717626809","-0.0126343740307254","0.04570792010686","0.0743812056735342","0.0194922310970525","0.00162250315873998","-0.0487663321151723","0.0111063971832046","-0.00186516779711042","-0.0172552265044362","0.00697122425744226","-0.0503132855864091","0.081012770826641","0.137518700394285","-0.0317268983298263","-0.0636031215941678","0.00218348309180563","0.00168572098591543","-0.0444824666373206","-0.0271040152457476","0.0247887076104779","0.0157173263058521","0.0516159922416226","-0.0642738440341249","-0.0164517735696188","-0.0503629470937856","0.0240638064222687","-0.0249337960090281","0.0598891166411364"
"SAM000211_tp1","-0.0300909818372245","0.00100311937318236","-0.0330500401687195","-0.0112189653386838","-0.00621985599386864","0.00301480761564714","-0.0200680009662811","-0.00928677442434819","0.00678811702861723","-0.0190383361594581","-0.0192221701930356","-0.0437362565642834","-0.0197012176464102","-0.00988766157584579","-0.0285893095921314","-0.026920687771794","-0.0251702953120589","-0.0731853359314295","-0.019665691862262","0.17633676597112","-0.0199255275487529","0.0352493410467966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000211_tp2","-0.000883524772441878","-0.0175570543901446","-0.0316524184637995","-0.0114196192195986","-0.00459512693983882","-0.00440762902213281","-0.022166462599732","-0.0121247385148622","0.00296298734030233","-0.00314489668463134","0.00147622076763125","-0.0442360018339674","-0.00845926562025092","-0.0310875517437669","-0.0234009658944472","-0.0177472347958884","-0.0497938790232581","-0.0734216534857045","-0.0413591620861641","0.16750059641515","-0.0306136242484814","0.0425758549870036","0.0106390182066215","0.0140195616263193","0.0210008235069015","0.00376890120136155","0.0107203260973465","0.039235893763899","0.0825064023754297","0.0587629046186794","-0.00426590012918683"
"SAM000212_tp1","-0.0320809026678025","0.00904685472435191","-0.0370156977114756","-0.0112085988345714","-0.00802340332685795","-0.0152921609629788","-0.00108599721470758","-0.0164651120987447","0.0321943733151439","-0.0291590225832631","-0.026066197746444","0.0191600084664921","-0.0163629375915291","-0.0585392373343644","0.119108060799475","0.0746601535603631","-0.0211527037159484","-0.0604301120873891","-0.00277742802657435","-0.0275137696136318","0.0791767179452867","-0.0105384021151227",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000212_tp2","-0.0307890573429649","0.0103382573920138","-0.039555871635836","-0.0111364579360343","-0.00895672289424501","-0.0133040554954138","-0.0123808742450162","-0.0167353335653727","0.0286803241273986","-0.0281492484776627","-0.0259081255229236","0.0601959469253479","-0.0183421879188311","-0.0634898944356765","0.09849835616225","0.00307791990942083","-0.0586445221872046","-0.0651988674658467","-0.0397765976667413","-0.0336208189740712","0.11648856744991","-0.0611885099465779","-0.0214417083794401","-0.0141713121803317","-0.012537194567608","-0.110427728781037","-0.0239510007621575","0.0105432702984384","-0.0660876314514348","-0.034385242740769","-0.0364923865875782"
"SAM000212_tp3","0.00985843206300402","0.000351386988002531","0.0514559714027906","-0.0124553932499544","0.00120996091751984","0.039661950376256","0.154444115957988","0.00477372383238789","-0.0765728911928203","0.00622074308661613","-0.0140922165342592","0.0137476085012707","0.0387534558239966","-0.0547863115319979","0.118656563642413","0.0329470088329646","-0.0114772268139279","-0.0477866812546398","0.0112560149751884","-0.0451741081822105","0.162134151640306","-0.0446051155398529","-0.0258681622351091","-0.00934393669663562","0.0405653682024231","-0.0369334266682701","-0.00929937229096686","-0.000869678236123579","-0.0692794035920745","-0.04162918178803","-0.0263132696664938"
"SAM000212_tp4","-0.0203347558497548","0.0104192582048642","0.12826009127667","-0.0120725506034815","0.00180889768849815","-0.0135192426403236","0.035222539247786","-0.00601826221360853","-0.04303079419068","-0.0272854592440571","-0.0104874187470541","0.0400829345074816","0.0567405037686141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000213_tp1","-0.0218332698572503","0.00212002836146825","-0.0476032715344457","-0.0110704843664857","0.0252339505658354","0.0649772666809983","0.00258069797580352","-0.011335683108561","0.0156336091328825","-0.0203418042184675","0.00504475070067465","0.0310528977734799","-0.0239014815291706","0.0855894338920179","0.0292849368747739","0.0938984784830819","0.0267663616577954","0.0101078458020267","0.0730416149084812","-0.00228679451810371","-0.00680965193046772","0.0648679241109703","-0.0657304789050362","-0.0104627044188366","-0.0714351604602628","-0.00295305708090036","-0.0448579401967584","-0.0577081668621718","0.0266062368489505","0.00731853003989264","-0.0686518592064837"
"SAM000213_tp2","-0.00535291169035635","0.0252495461149881","-0.0464665589606472","-0.0110704843664856","0.0269947681032082","0.032519779475072","0.0026979689351362","-0.0116225948917914","0.030299717515585","-0.00949306917309513","0.112728371530612","0.0609460476672028","-0.0178994999270391","0.069069939842267","0.0553935233297931","0.112807660376307","0.0291210356214636","0.00214140664530729","0.091887180054193","-0.032242572887431","-0.0124034928876297","0.0685674555757459","-0.0619303963642036","0.00181290818964877","-0.0603681617623406","-0.0110799540584314","-0.0231280041885206","-0.0769211146174535","0.0369652757072328","0.004544223440618","-0.0911729823729766"
"SAM000214_tp1","-0.0344038248188818","0.0090480775415023","-0.0246151332399115","0.0573454929044815","-0.0102843485623892","-0.0140266705825827","-0.00879782831891986","-0.00819574736241348","0.0510274504200811","0.0193661685505786","-0.0226274608181327","0.0986954489093277","-0.00629309010908598","-0.0174101369651221","-0.00901416947468597","-0.00653240619341264","-0.00201957907351906","-0.0248665722150675","0.0322447641734982","-0.0547084244923846","0.045493350435141","0.0579266410090384",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000214_tp2","-0.00864653082836627","0.11736185825499","-0.02362100155998","-0.0110704843664856","0.00468324849301681","0.0203434002864317","-0.000892133781500028","-0.0107187346551166","0.0206430285465885","-0.0316640103016191","-0.0209006707456075","-0.0295496543563185","0.0032290365394616","-0.00643435924420116","0.0282960190111042","0.01048120292078","0.0494554986631523","-0.0322257008475968","0.0749836264566094","-0.0576457801058436","0.0432445941650332","0.0441465034803751","0.0469860870461518","-0.0766400940276572","0.0950090217664123","-0.00122368690102965","0.0260965442369651","0.208210665405355","-0.0123931605738784","-0.0387798355760838","0.13670240134233"
"SAM000214_tp3","6.41695461884546e-05","0.0410589297534336","-0.00320833428628322","-0.0110704843664857","-0.00298735305370108","-0.0117070382177857","-0.000648453047533901","-0.000920699134103528","0.00901210946264747","-0.0254259613791162","-0.0181589729002396","-0.0335161662686655","0.0390835713019483","0.0232438582941062","0.029975607136081","-0.00972559588865538","-0.0269364768896212","-0.0109521170050204","0.022082591128296","-0.0367025237746585","0.024189151313205","-0.0282645042931088","-0.0461702612226647","-0.0777315516406624","-0.045093987316114","0.0300714380237995","-0.0214014869886271","0.194888023254972","-0.055834780413553","-0.0208633349498513","0.101394489854854"
"SAM000216_tp1","-0.0229782129745462","0.011298142242956","-0.028062665974483","-0.0110704843664855","-0.0032638460339604","0.00441696243019712","2.58096294425378e-05","0.0116690372000273","-0.00574262080823956","-0.03899483771955","0.00571080278417847","0.0936715771989596","-0.0148951709307093","0.0554036090800894","-0.0130549888656483","0.0292087801555301","0.0423893973822483","-0.0308622427465947","-0.0706992658070777","0.0214360626503321","0.0637573770107536","-0.0257238673419909",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000216_tp2","-0.0242788256695614","0.0242570646434554","-0.034674258040606","-0.0110704843664857","0.00401161057026835","-0.00902857172051724","-0.000660289686714246","0.00442970230515816","0.0157992080870455","-0.0292871031358298","0.00597799986736351","0.0403141255927639","-0.0177728946003954","0.0756785322126957","-0.00818966156813634","-0.00367908879794112","0.0576477943079672","-0.0334878455801074","-0.0831815819422116","0.0706859175757412","0.0514636876934879","-0.0687282209248599","-0.0390887754180918","0.0527806098135991","-0.0182880210199407","-0.00529936315883926","-0.00349997403566937","-0.0408960887884784","-0.0666160332039978","0.0867785395951508","0.0306494830739047"
"SAM000216_tp3","-0.00560101156901948","0.0673075282656058","-0.00632712272053355","-0.0110704843664857","0.00869918748428782","0.0201344972863639","0.0258678106034685","0.00841527840092675","-0.0338288425103004","-0.0326440275716251","0.0165302849610429","0.0558588147431523","-0.0151736434717854","0.0695539359761728","-0.00223241155390439","0.015165497550704","0.0381827389718514","-0.0294344754666344","-0.0797244945133618","0.0403686370183007","0.0542082412872583","-0.0407909172451301","0.00424890421641609","0.11333370031836","-0.0218337594361749","0.0597645434709324","0.000399911464752601","-0.0485607245444951","-0.00548298450141647","0.0185410791628655","0.0901779703540946"
"SAM000217_tp1","-0.0243895481157941","-0.0134007696388076","-0.0337542288446735","-0.00856268113779747","-0.00978169146364748","-0.014011261659505","-0.00334041549642591","-0.00883316634974286","0.0321204251398218","0.0425164577749158","-0.0223080947821803","-0.0444231175316773","-0.0194456913151891","-0.0378178910272525","-0.0449614921744555","-0.0180399716332081","-0.0390389520848819","-0.0361885809664806","-0.020513830771649","-0.0476633929889466","-0.0161935577938852","0.00428350424193789",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000217_tp2","0.0477435539275684","-0.0223371526321739","-0.0189138777092374","0.0048786534958115","-0.00863420778837157","-0.013502209675253","-0.00465909540800098","-0.0129077379853553","-0.00124239464723487","-0.000100556436688005","-0.00868794042037272","-0.0392181109273212","-0.0232712032556222","-0.00562715072617405","-0.00810956593087156","-0.0168679426981835","-0.0339095962852932","-0.016509797774741","0.00716020385902973","-0.0395030749633518","0.0564367126993748","-0.0342382949998615","-0.0555222686971354","-0.0585782619351043","0.0224248149322629","-0.00808229662136748","0.0200420191050333","0.141871370461073","-0.0795058462954299","-0.0108296646458272","0.11247503104434"
"SAM000217_tp3","0.0446175327229581","-0.0181448385838507","0.0409838427361781","-0.0136659961118204","-0.00825968412916348","0.0113873235296437","0.0586174003387651","0.0061193781388637","-0.04586736410043","0.0029395490416695","0.011595189400549","-0.0329968893239821","-0.01323396471681","-0.0079677372988754","-0.0210303203935612","-0.0285733782137103","-0.0288044805914821","-0.00837451951648006","0.0282407986681817","-0.0625511941463966","0.107682566381193","-0.0153272008692514","-0.0271086770764881","-0.0514114649901722","0.0364237758842887","-0.0617749407493354","0.00270257994311815","0.140010006416565","-0.0736915423361858","-0.0111053785878767","0.0743643320249574"
"SAM000218_tp1","-0.0261233211913317","-0.0185481954563904","-0.0180889962243677","0.0682118812581276","-0.00956800451296747","-0.014916600815376","-0.0292365195041689","-0.00488908603711933","-0.00189745418297494","0.0275303866375779","-0.0159776151234383","0.0290939284021286","-0.0187155468893915","-0.0208134062590789","-0.0232691422237137","0.0377527149326616","-0.0728603655552687","-0.033925359790564","-0.0151571310323308","-0.0348902229764785","0.0510737781471308","0.0601006615829602",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000220_tp1","-0.0135519085083687","-0.0274671717378861","-0.0153551701433872","0.000156171614434079","-0.00742639644011421","-0.0112609577665204","-0.010738360114315","-0.0144875976125236","0.0208415015115482","-0.000924619324560401","0.010963712980614","-0.0434842807303038","-0.00180648113910813","-0.044344892150656","0.0425914873609342","0.17420377478343","0.0400427952177634","-0.0433621013247238","-0.0269263879815957","-0.000818425803762665","0.0212693955565988","-0.0249795057807687",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000220_tp2","-0.00723464776952387","0.00208587453724211","-0.0233042111902184","-0.0112155484274589","-0.00541060591745454","-0.0132772661227713","-0.00929463864135253","-0.0162257443469234","0.0674770853657218","0.0118642117431198","0.0540071667099316","-0.0384596263278301","0.0171404493297703","-0.0485100593554707","0.0779771619927496","0.161794509627598","0.0405238253908315","-0.0363136125793912","0.0138669700443266","-0.0183148564158121","0.0126576073148569","-0.0615006803440625","0.03608706575044","0.0347334907611594","0.0680723732303751","0.010826332261291","0.0258947402157088","-0.0269124523711951","-0.0404641058024658","-0.0266288017947503","-0.0366247256552362"
"SAM000220_tp3","-0.0055985502668509","-0.00521534789359056","0.0137837847487937","0.0187304879550202","-0.0069410677681159","-0.0112544678417975","-0.0125698934530046","-0.0108020408368081","-0.0149983131677915","-0.0109464786079484","-0.0203987038462443","-0.0358013416016427","0.0149182751077087","-0.0478918148720389","0.0604527809357904","0.103929449093144","0.0484640551223363","-0.0377165395151948","0.00934795092105163","0.0208091077353131","0.0637863414285567","-0.045235232012339","0.0885802659591981","-0.024413010943419","0.1022328653018","-0.0702208658755381","0.049051097901863","-0.0150197503086674","-0.0197056484753266","-0.0413733744311451","-0.0142450903050986"
"SAM000221_tp1","-0.00866561149892129","0.0210183516651959","-0.0386586280788303","-0.0110704843664857","-0.00783987447672491","-0.00180430153311971","-0.00678592763556668","-0.0145003374600625","0.0552918188160537","-0.00105614848923382","-0.0276363349467357","-0.043206574435763","-0.0211564522648871","-0.0220469670991261","-0.0239330063295119","-0.00345945948169289","-0.0189718430605554","-0.0467172974221269","-0.0554477883301954","-0.00999003948919225","0.0995183040194544","-0.0126834494958369",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000222_tp1","-0.0305209258016091","0.00907508529804897","-0.0375795762481156","-0.0111741999673675","-0.00766521410754074","-0.00424320735481075","-0.000233721513817362","-0.0144844021407412","0.0346356355124542","-0.0042746221647406","-0.022267565787341","0.0217573980098636","-0.0225535681997399","-0.0401164557901317","-0.00983832603847892","0.0423728091513903","-0.0378723541803719","-0.072773123576996","-0.0653965813624145","0.0279617244217245","0.0496086372457986","0.0271459964137522",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM000222_tp2","-0.0264515516061893","0.0155497720101098","-0.0384745232538692","-0.0110704843664857","-0.00543965078278226","-0.00201171988393838","0.051469008256891","-0.013998750809907","0.019907478064624","0.00621107323135678","0.0198839747480249","0.059749815608139","-0.0234215725501399","-0.0299948678224414","-0.00818271384630799","-0.001635457549188","-0.0286942136145484","-0.0796785968398258","-0.0775774618875006","0.046084150630363","0.0742249215882344","-0.0192600863184107","0.023520431103971","-0.0343988695748568","-0.00364449588746946","-0.0306449617402285","-0.021402800821907","0.0737158017971805","-0.0162355920301533","-0.00682429388165571","-0.00340955560434374"
